Order,Site,Gentry_Code,year,Line,Main_Stem,LTER_Tag_#,LTER_Tag_# 2,Taxon,ENQ_Tag_#,CI,Comments JG,Comments JG (simplified),"Growth dbh, (3 yrs)","Growth dgh, (3 yrs)","DBH +DGH, 3yrs",Bins kg,Bins 10 kg,Mass yr 3,Mass dbh yr 1,Mass dbh yr 3,dbh mass growth,mass dgh yr 1,mass dgh yr 3,growth mass dgh,"mass, yr 1, dbh + dgh",growth dbh + dgh,Distance_m,location_2012,Date,Year 2 sample date,Year 3 sample date,Year1_DBH,Year2_DBH,Year3_DBH,Year1_DGH_1,Year2_DGH,Year3_DGH,Mortality_Date,error,Dendrometer,Year2_recorder,Year2_Tagger,Year2_measurer,DTN,POM,Year1_notes,Year2_Notes,Year3_Notes,Year1_Total_Plot_Biomass,Sampled,Angle,location_2011,Cloth_tape,RUFINO HABIT,vnum,WoodDensityBIEN,log Growth (kg/2yr),log Mass (kg),mass-norm growth
78,Harvard Forest LTER,HFRT1,1,2,50480,50479,50479,Acer rubrum,,4,,,0,,0,100-500kg,,112.2957571,112.2957571,112.2957571,0,,,,112.2957571,0,21.2,L,20111117,20121114,20131028,17.2,17.2,17.2,,,,,,,Amanda,Lindsey,Colby,,,2 STEMS,,,,,,L,,,5939,0.49,,2.050363348,
79,Harvard Forest LTER,HFRT1,1,2,na,,,,5492,1,,,,0,0,<1kg,,0.584677501,,,,0.584677501,0.584677501,0,0.584677501,0,22,C,20111117,20121114,20131028,,,,2,2,2,,,,Amanda,Lindsey,Colby,,,,TC,,,,,C,,,5940,0.38,,-0.233083618,
80,Harvard Forest LTER,HFRT1,1,2,na,,,,5493,1,,,,0.1,0.1,<1kg,,0.289486676,,,,0.289486676,0.289486676,0,0.289486676,0,22.8,C,20111117,20121114,20131028,,,,1.5,1.5,1.6,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5941,0.38,,-0.53837142,
81,Harvard Forest LTER,HFRT1,1,2,na,,,,5494,1,,,,0.1,0.1,<1kg,,0.451968277,,,,0.393053372,0.451968277,0.058914905,0.393053372,0.058914905,22.9,R,20111117,20121114,20131028,,,,1.7,1.8,1.8,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,5942,0.38,-1.229774818,-0.405548474,-0.925613463
82,Harvard Forest LTER,HFRT1,1,2,na,,,,5495,1,,,,1.1,1.1,<1kg,,0.289486676,,,,0.289486676,0.289486676,0,0.289486676,0,23,C,20111117,20121114,20131028,,,,1.5,1.5,2.6,,,,Amanda,Lindsey,Colby,,,,TC,,,,,C,,,5943,0.38,,-0.53837142,
83,Harvard Forest LTER,HFRT1,1,2,na,50483,50483,Tsuga canadensis,,1,,,0.1,,0.1,<1kg,,0.822681166,0.738005177,0.822681166,0.084675989,,,,0.738005177,0.084675989,23.1,L,20111117,20121114,20131028,2.2,2.2,2.3,,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,L,,,5944,0.38,-1.072239722,-0.131940592,-0.973284278
84,Harvard Forest LTER,HFRT1,1,2,na,,,,5496,1,,,,0.1,0.1,<1kg,,0.244575777,,,,0.244575777,0.244575777,0,0.244575777,0,23.2,RR,20111117,20121114,20131028,,,,1.4,1.4,1.5,,d,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5945,0.38,,-0.611586558,
85,Harvard Forest LTER,HFRT1,1,2,na,50484,50484,Tsuga canadensis,,1,,,0.4,,0.4,<1kg,,0.338935271,0.167814299,0.338935271,0.171120972,,,,0.167814299,0.171120972,23.8,L,20111117,20121114,20131028,1.2,1.2,1.6,2,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,L,,,5946,0.38,-0.766696762,-0.775171037,-0.185318484
86,Harvard Forest LTER,HFRT1,1,2,na,50485,50485,Tsuga canadensis,,1,,,0.1,,0.1,<1kg,,0.822681166,0.738005177,0.822681166,0.084675989,,,,0.738005177,0.084675989,24.2,C,20111117,20121114,20131028,2.2,2.2,2.3,3,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,C,,,5947,0.38,-1.072239722,-0.131940592,-0.973284278
87,Harvard Forest LTER,HFRT1,1,2,na,50486,50486,Tsuga canadensis,,1,,,0.1,,0.1,<1kg,,0.658707236,0.584677501,0.658707236,0.074029735,,,,0.584677501,0.074029735,24.8,C,20111117,20121114,20131028,2,2.1,2.1,3,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,C,,,5948,0.38,-1.130593805,-0.233083618,-0.955781092
88,Harvard Forest LTER,HFRT1,1,2,na,50487,50487,Tsuga canadensis,,1,,,0.1,,0.1,<1kg,,0.658707236,0.584677501,0.658707236,0.074029735,,,,0.584677501,0.074029735,24.8,LL,20111117,20121114,20131028,2,2,2.1,3.2,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,L,,,5949,0.38,-1.130593805,-0.233083618,-0.955781092
89,Harvard Forest LTER,HFRT1,1,2,na,,,,5497,1,45º,,,0.8,0.8,<1kg,,0.451968277,,,,0.451968277,0.451968277,0,0.451968277,0,25,R,20111117,20121114,20131028,,,,1.8,1.8,2.6,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,5950,0.38,,-0.344892047,
90,Harvard Forest LTER,HFRT1,1,2,na,,,,5498,1,Dead,Dead,,-0.3,-0.3,<1kg,,0.338935271,,,,0.393053372,0.338935271,-0.054118102,0.393053372,-0.054118102,25.1,L,20111117,20121114,20131028,,,,1.7,1.6,1.4,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5951,0.38,,-0.405548474,
91,Harvard Forest LTER,HFRT1,1,2,na,50490,50490,Tsuga canadensis,,1,,,-0.1,,-0.1,<1kg,,0.9128423,1.008593114,0.9128423,-0.095750814,,,,1.008593114,-0.095750814,25.6,L,20111117,20121114,20131028,2.5,2.4,2.4,3.7,,,,,,Amanda,Lindsey,Colby,,,,,,,,,L,,,5952,0.38,,0.003715999,
92,Harvard Forest LTER,HFRT1,1,2,na,50493,50493,Tsuga canadensis,,1.5,,,0.1,,0.1,<1kg,,0.822681166,0.738005177,0.822681166,0.084675989,,,,0.738005177,0.084675989,26.2,L,20111117,20121114,20131028,2.2,2.2,2.3,2.8,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,L,,,5953,0.38,-1.072239722,-0.131940592,-0.973284278
93,Harvard Forest LTER,HFRT1,1,2,na,50491,50491,Tsuga canadensis,,1.5,,,0.1,,0.1,<1kg,,0.822681166,0.738005177,0.822681166,0.084675989,,,,0.738005177,0.084675989,26.3,C,20111117,20121114,20131028,2.2,2.2,2.3,3.5,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,C,,,5954,0.38,-1.072239722,-0.131940592,-0.973284278
94,Harvard Forest LTER,HFRT1,1,2,na,50492,50492,Tsuga canadensis,,1.5,,,0.2,,0.2,<1kg,,0.822681166,0.658707236,0.822681166,0.16397393,,,,0.658707236,0.16397393,26.4,C,20111117,20121114,20131028,2.1,2.2,2.3,3.3,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,R,,,5955,0.38,-0.785225194,-0.181307566,-0.64924452
95,Harvard Forest LTER,HFRT1,1,2,na,50495,50495,Tsuga canadensis,,1.5,Dead,Dead,0.1,,0.1,<1kg,,0.451968277,0.393053372,0.451968277,0.058914905,,,,0.393053372,0.058914905,26.8,L,20111117,20121114,20131028,1.7,1.8,1.8,3.7,,,,d,,Amanda,Lindsey,Colby,,,G,,,,,,R,,,5956,0.38,-1.229774818,-0.405548474,-0.925613463
96,Harvard Forest LTER,HFRT1,1,2,na,,,,5499,,,,,,,,,,,,,,,,,,26.9,LL,20111117,20121114,20131028,,,,1.7,1.8,,11_2012,,,Amanda,Lindsey,Colby,,,,dead,,,,,L,,,5957,,,,
97,Harvard Forest LTER,HFRT1,1,2,na,,,,5500,,,,,0,0,<1kg,,0.204065773,,,,0.204065773,0.204065773,0,0.204065773,0,27.1,LL,20111117,20121114,20131028,,,,1.3,1.3,1.3,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5958,0.38,,-0.690229831,
98,Harvard Forest LTER,HFRT1,2,2,na,,,,5524,,,,,,,,,,,,,,,,,,27.4,R,20121114,20121114,20131028,,,,,1.7,1.7,,,,Amanda,Lindsey,Colby,,,,TC,,,,,,,,5959,0.38,,,
99,Harvard Forest LTER,HFRT1,1,2,na,50596,50596,Betula alleghaniensis,,2.5,,,0.2,,0.2,20-100kg,,23.06965816,21.83700115,23.06965816,1.232657014,,,,21.83700115,1.232657014,33.5,LL,20111117,20121114,20131028,8.8,8.8,9,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,L,,,5960,0.55,0.090842251,1.339192997,-0.913552496
100,Harvard Forest LTER,HFRT1,1,2,na,50497,50497,Tsuga canadensis,,,,,0.5,,0.5,1-5kg,,4.241059495,3.180410484,4.241059495,1.060649012,,,,3.180410484,1.060649012,34.5,R,20111117,20121114,20131028,4,4.1,4.5,,,,,,,Amanda,Lindsey,Colby,,,,50597,,,,,C,,,5961,0.38,0.025571692,0.502483176,-0.351290691
101,Harvard Forest LTER,HFRT1,1,2,na,50598,50598,Nyssa sylvatica,,4,,,0.4,,0.4,100-500kg,,150.6930124,143.2135174,150.6930124,7.479494961,,,,143.2135174,7.479494961,36.9,LL,20111117,20121114,20131028,19,19.1,19.4,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,L,,,5962,0.46,0.873872274,2.155984011,-0.743115735
102,Harvard Forest LTER,HFRT1,1,2,na,,,,5501,1.5,,,,0.4,0.4,<1kg,,0.338935271,,,,0.289486676,0.338935271,0.049448595,0.289486676,0.049448595,37.2,R,20111117,20121114,20131028,,,,1.5,1.6,1.9,,,,Amanda,Lindsey,Colby,,,,laurel,,,,,R,,,5963,0.62,-1.305846044,-0.53837142,-0.902067478
103,Harvard Forest LTER,HFRT1,1,2,na,,,,5502,1.5,,,,0.2,0.2,1-5kg,,2.458525676,,,,2.458525676,2.458525676,0,2.458525676,0,38.2,LL,20111117,20121114,20131028,,,,3.6,3.6,3.8,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5964,0.38,,0.390674748,
104,Harvard Forest LTER,HFRT1,1,2,na,50612,50612,Tsuga canadensis,,4,,,1.2,,1.2,>500kg,,1598.811682,1508.445024,1598.811682,90.3666585,,,,1508.445024,90.3666585,42.6,R,20111117,20121114,20131028,49.8,50.2,51,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,5965,0.38,1.956008224,3.178529487,-0.427888891
105,Harvard Forest LTER,HFRT1,1,2,na,,,,5503,1,,,,0,0,<1kg,,0.393053372,,,,0.451968277,0.393053372,-0.058914905,0.451968277,-0.058914905,43.4,LL,20111117,20121114,20131028,,,,1.8,1.7,1.8,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5966,0.38,,-0.344892047,
106,Harvard Forest LTER,HFRT1,1,2,na,,,,5504,,,,,0.1,0.1,<1kg,,0.107485427,,,,0.107485427,0.107485427,0,0.107485427,0,48.3,L,20111117,20121114,20131028,,,,1,1,1.1,,,,Amanda,Lindsey,Colby,,,,TC,,,,,C,,,5967,0.38,,-0.968650414,
107,Harvard Forest LTER,HFRT1,1,2,na,,,,5505,2,,,,0,0,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,48.5,C,20111117,20121114,20131028,,,,1,1.1,1,,,,Amanda,Lindsey,Colby,,,,TC,,,,,C,,,5968,0.38,-1.549946245,-0.968650414,-0.823458434
108,Harvard Forest LTER,HFRT1,1,2,na,,,,5509,2,,,,0.2,0.2,<1kg,,0.204065773,,,,0.204065773,0.204065773,0,0.204065773,0,48.6,RR,20111117,20121114,20131028,,,,1.3,1.3,1.5,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,5969,0.38,,-0.690229831,
109,Harvard Forest LTER,HFRT1,1,2,na,,,,5510,1.5,,,,0.2,0.2,<1kg,,0.135672746,,,,0.135672746,0.135672746,0,0.135672746,0,49.1,R,20111117,20121114,20131028,,,,1.1,1.1,1.3,,,,Amanda,Lindsey,Colby,,,,TC,,,,,C,,,5970,0.38,,-0.867507385,
110,Harvard Forest LTER,HFRT1,1,2,na,50617,50617,Tsuga canadensis,,4,,,0.2,,0.2,>500kg,,682.6133038,673.3839536,682.6133038,9.229350145,,,,673.3839536,9.229350145,49.3,C,20111117,20121114,20131028,35.8,35.8,36,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,C,,,5971,0.38,0.965171123,2.828262763,-1.15602595
111,Harvard Forest LTER,HFRT1,1,2,na,,,,5511,1.5,,,,0.3,0.3,<1kg,,0.515803175,,,,0.393053372,0.515803175,0.122749803,0.393053372,0.122749803,50,C,20111117,20121114,20131028,,,,1.7,1.9,2,,,,Amanda,Lindsey,Colby,,,,TC,,,,,C,,,5972,0.38,-0.910979196,-0.405548474,-0.606817841
112,Harvard Forest LTER,HFRT1,1,2,na,,,,5512,1.5,,,,0.1,0.1,<1kg,,0.289486676,,,,0.289486676,0.289486676,0,0.289486676,0,50,R,20111117,20121114,20131028,,,,1.5,1.5,1.6,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,5973,0.38,,-0.53837142,
113,Harvard Forest LTER,HFRT1,1,2,na,,,,5513,1,,,,0.1,0.1,<1kg,,0.244575777,,,,0.204065773,0.244575777,0.040510004,0.204065773,0.040510004,50,R,20111117,20121114,20131028,,,,1.3,1.4,1.4,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,5974,0.38,-1.392437714,-0.690229831,-0.87476534
114,Harvard Forest LTER,HFRT1,1,3,na,50179,50179,Tsuga canadensis,,1.5,,,0.4,,0.4,5-20kg,,11.21665515,9.650242352,11.21665515,1.566412799,,,,9.650242352,1.566412799,1.5,LL,20111117,20121114,20131028,6.3,6.5,6.7,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,L,,,5975,0.38,0.194906223,0.98453822,-0.543497442
115,Harvard Forest LTER,HFRT1,1,3,na,50180,50180,Tsuga canadensis,,1.5,,,0.9,,0.9,<1kg,,0.822681166,0.244575777,0.822681166,0.578105388,,,,0.244575777,0.578105388,2.3,R,20111117,20121114,20131028,1.4,1.5,2.3,2.1,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,R,,,5976,0.38,-0.237992983,-0.611586558,0.220696936
116,Harvard Forest LTER,HFRT1,1,3,na,,,,5466,1.5,,,,0,0,<1kg,,0.167814299,,,,0.167814299,0.167814299,0,0.167814299,0,3.3,L,20111117,20121114,20131028,,,,1.2,1.2,1.2,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5977,0.38,,-0.775171037,
117,Harvard Forest LTER,HFRT1,1,3,na,,,,5465,1,,,,0.1,0.1,<1kg,,0.338935271,,,,0.289486676,0.338935271,0.049448595,0.289486676,0.049448595,3.6,L,20111117,20121114,20131028,,,,1.5,1.6,1.6,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5978,0.38,-1.305846044,-0.53837142,-0.902067478
118,Harvard Forest LTER,HFRT1,1,3,na,,,,5464,1.5,,,,0.2,0.2,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,3.8,L,20111117,20121114,20131028,,,,1,1.1,1.2,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5979,0.38,-1.549946245,-0.968650414,-0.823458434
119,Harvard Forest LTER,HFRT1,1,3,na,,,,5462,1.5,,,,0.3,0.3,<1kg,,0.393053372,,,,0.451968277,0.393053372,-0.058914905,0.451968277,-0.058914905,4.5,L,20111117,20121114,20131028,,,,1.8,1.7,2.1,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5980,0.38,,-0.344892047,
120,Harvard Forest LTER,HFRT1,1,3,na,,,,5463,,,,,0.4,0.4,<1kg,,0.515803175,,,,0.393053372,0.515803175,0.122749803,0.393053372,0.122749803,4.5,C,20111117,20121114,20131028,,,,1.7,1.9,2.1,,,,Amanda,Lindsey,Colby,,,,TC,,,,,C,,,5981,0.38,-0.910979196,-0.405548474,-0.606817841
121,Harvard Forest LTER,HFRT1,1,3,na,,,,5461,,,,,0.4,0.4,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,4.9,L,20111117,20121114,20131028,,,,1,1.1,1.4,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5982,0.38,-1.549946245,-0.968650414,-0.823458434
122,Harvard Forest LTER,HFRT1,1,3,na,50224,50224,Pinus hartwegii,,4,,,0.3,,0.3,>500kg,,1145.822311,1127.038891,1145.822311,18.78341968,,,,1127.038891,18.78341968,5.6,L,20111117,20121114,20131028,44.2,44.5,44.5,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,L,,,5983,0.445,1.273774662,3.051938903,-1.015179515
123,Harvard Forest LTER,HFRT1,1,3,na,50182,50182,Tsuga canadensis,,2.5,,,0.6,,0.6,1-5kg,,4.014451381,2.805761851,4.014451381,1.208689531,,,,2.805761851,1.208689531,5.7,RR,20111117,20121114,20131028,3.8,4.1,4.4,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,5984,0.38,0.082314761,0.448050806,-0.253723344
124,Harvard Forest LTER,HFRT1,1,3,na,,,,5460,1.5,,,,,,,,,,,,,,,,,6.4,C,20111117,20121114,20131028,,1,2.6,2.4,,,,g,,Amanda,Lindsey,Colby,,,,,,,,,C,,,5985,0.38,,,
125,Harvard Forest LTER,HFRT1,1,3,na,,,,5459,1.5,,,,,,,,,,,,,,,,,7.3,RR,20111117,20121114,20131028,,1,2.4,2.1,,,,g,,Amanda,Lindsey,Colby,,,,,,,,,R,,,5986,0.38,,,
126,Harvard Forest LTER,HFRT1,1,3,na,50186,50186,Acer rubrum,,3,,,0.1,,0.1,1-5kg,,3.583102472,3.37821232,3.583102472,0.204890152,,,,3.37821232,0.204890152,7.4,R,20111117,20121114,20131028,4.1,4.1,4.2,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,5987,0.49,-0.688478915,0.528686941,-1.084994121
127,Harvard Forest LTER,HFRT1,1,3,50186,50187,50187,Acer rubrum,,,,,0.3,,0.3,1-5kg,,2.138052285,1.706050516,2.138052285,0.432001768,,,,1.706050516,0.432001768,7.4,R,20111117,20121114,20131028,3.1,3.3,3.4,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,5988,0.49,-0.364514476,0.231991886,-0.538508391
128,Harvard Forest LTER,HFRT1,1,3,50186,50188,50188,Acer rubrum,,,,,0,,0,<1kg,,0.9128423,0.9128423,0.9128423,0,,,,0.9128423,0,7.4,R,20111117,20121114,20131028,2.4,2.4,2.4,,,,,,,Amanda,Lindsey,Colby,,,"3 STEMS, 1ST G",,,,,,R,,,5989,0.49,,-0.039604243,
129,Harvard Forest LTER,HFRT1,1,3,na,50157,50157,Tsuga canadensis,,1.5,,,0.5,,0.5,1-5kg,,1.217270074,0.738005177,1.217270074,0.479264897,,,,0.738005177,0.479264897,11.7,L,20111117,20121114,20131028,2.2,2.4,2.7,4.1,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,L,,,5990,0.38,-0.319424379,-0.131940592,-0.220468935
130,Harvard Forest LTER,HFRT1,2,3,50157,,,,5526,,,,,,,,,,,,,,,,,,11.7,L,20121114,20121114,20131028,,1.1,,,,,10_2013,,,Amanda,Lindsey,Colby,,,,,,,,,L,,,5991,0.38,,,
131,Harvard Forest LTER,HFRT1,1,3,na,50158,50158,Tsuga canadensis,,1.5,,,0.5,,0.5,<1kg,,0.515803175,0.244575777,0.515803175,0.271227398,,,,0.244575777,0.271227398,11.8,C,20111117,20121114,20131028,1.4,1.7,1.9,2.5,,,,,,Amanda,Lindsey,Colby,,,G,,,,,,C,,,5992,0.38,-0.566666442,-0.611586558,-0.107976524
132,Harvard Forest LTER,HFRT1,1,3,na,,,,5458,1,,,,0.1,0.1,<1kg,,0.338935271,,,,0.289486676,0.338935271,0.049448595,0.289486676,0.049448595,12.9,C,20111117,20121114,20131028,,,,1.5,1.6,1.6,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5993,0.38,-1.305846044,-0.53837142,-0.902067478
133,Harvard Forest LTER,HFRT1,1,3,na,,,,5457,1.5,,,,0.2,0.2,<1kg,,0.204065773,,,,0.204065773,0.204065773,0,0.204065773,0,13,R,20111117,20121114,20131028,,,,1.3,1.3,1.5,,d,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,5994,0.38,,-0.690229831,
134,Harvard Forest LTER,HFRT1,1,3,na,,,,5456,1.5,,,,0.2,0.2,<1kg,,0.204065773,,,,0.204065773,0.204065773,0,0.204065773,0,13.4,RR,20111117,20121114,20131028,,,,1.3,1.3,1.5,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,5995,0.38,,-0.690229831,
135,Harvard Forest LTER,HFRT1,1,3,na,,,,5455,1,Dead,Dead,,0.1,0.1,<1kg,,0.135672746,,,,0.135672746,0.135672746,0,0.135672746,0,14.8,RR,20111117,20121114,20131028,,,,1.1,1.1,1.2,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,5996,0.38,,-0.867507385,
136,Harvard Forest LTER,HFRT1,1,3,na,50163,50163,Acer rubrum,,2.5,,,0.4,,0.4,20-100kg,,20.06248535,17.83334171,20.06248535,2.229143641,,,,17.83334171,2.229143641,17.6,R,20111117,20121114,20131028,8.1,8.3,8.5,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,5997,0.49,0.348138054,1.251232731,-0.590286494
137,Harvard Forest LTER,HFRT1,1,3,na,,,,5454,1.5,,,,0.3,0.3,1-5kg,,1.008593114,,,,0.822681166,1.008593114,0.185911948,0.822681166,0.185911948,19.5,C,20111117,20121114,20131028,,,,2.3,2.5,2.6,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,C,,,5998,0.38,-0.730692699,-0.084768445,-0.667116365
138,Harvard Forest LTER,HFRT1,1,3,na,,,,5453,1.5,,,,0.3,0.3,<1kg,,0.393053372,,,,0.289486676,0.393053372,0.103566697,0.289486676,0.103566697,19.6,L,20111117,20121114,20131028,,,,1.5,1.7,1.8,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,L,,,5999,0.38,-0.984779874,-0.53837142,-0.581001309
139,Harvard Forest LTER,HFRT1,1,3,na,,,,5452,1.5,,,,0.3,0.3,<1kg,,0.515803175,,,,0.393053372,0.515803175,0.122749803,0.393053372,0.122749803,20,RR,20111117,20121114,20131028,,,,1.7,1.9,2,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,R,,,6000,0.38,-0.910979196,-0.405548474,-0.606817841
140,Harvard Forest LTER,HFRT1,1,3,na,50369,50369,Pinus hartwegii,,2.5,Dead,Dead,,,,,,,,,,,,,,,20.7,L,20111117,20121114,20131028,13.9,14,,,,,10_2013,,,Amanda,Lindsey,Colby,,,,maybe dead,,,,,L,,,6001,0.445,,,
141,Harvard Forest LTER,HFRT1,1,3,na,,,,5451,1.5,,,,0.2,0.2,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,21.2,C,20111117,20121114,20131028,,,,1,1.1,1.2,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,L,,,6002,0.38,-1.549946245,-0.968650414,-0.823458434
142,Harvard Forest LTER,HFRT1,1,3,na,,,,5450,1.5,,,,0,0,<1kg,,0.9128423,,,,1.008593114,0.9128423,-0.095750814,1.008593114,-0.095750814,21.7,LL,20111117,20121114,20131028,,,,2.5,2.4,2.5,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,L,,,6003,0.38,,0.003715999,
143,Harvard Forest LTER,HFRT1,1,3,na,50336,50336,Tsuga canadensis,,,,,0.2,,0.2,1-5kg,,1.449502923,1.217270074,1.449502923,0.232232849,,,,1.217270074,0.232232849,22.4,R,20111117,20121114,20131028,2.7,2.8,2.9,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,6004,0.38,-0.63407635,0.085386945,-0.698116559
144,Harvard Forest LTER,HFRT1,2,3,50336,,,,5527,,,,,,,,,,,,,,,,,,22.4,R,20121114,20121114,20131028,,1.1,1,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,6005,0.38,,,
145,Harvard Forest LTER,HFRT1,1,3,na,50337,50337,Tsuga canadensis,,1.5,,,1.5,,1.5,1-5kg,,1.449502923,0.244575777,1.449502923,1.204927145,,,,0.244575777,1.204927145,22.4,L,20111117,20121114,20131028,1.4,1.7,2.9,2.8,,,,,,Amanda,Lindsey,Colby,,,HEMLOCK,,,,,,L,,,6006,0.38,0.080960788,-0.611586558,0.539650707
146,Harvard Forest LTER,HFRT1,1,3,na,,,,5449,1,Dead,Dead,,,,,,,,,,,,,,,22.8,C,20111117,20121114,20131028,,,,1.1,1.1,,10_2013,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,C,,,6007,0.38,,,
147,Harvard Forest LTER,HFRT1,1,3,na,50340,50340,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,23,RR,20111117,20121114,20131028,2.1,2,,3.1,,3.2,,,,Amanda,Lindsey,Colby,,,HEMLOCK,,wrong measurement location,,,,R,,,6008,0.38,,,
148,Harvard Forest LTER,HFRT1,1,3,na,,,,5448,1.5,,,,0.1,0.1,<1kg,,0.244575777,,,,0.244575777,0.244575777,0,0.244575777,0,23.2,L,20111117,20121114,20131028,,,,1.4,1.4,1.5,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,L,,,6009,0.38,,-0.611586558,
149,Harvard Forest LTER,HFRT1,1,3,na,,,,5447,1.5,,,,0.1,0.1,<1kg,,0.822681166,,,,0.738005177,0.822681166,0.084675989,0.738005177,0.084675989,23.9,C,20111117,20121114,20131028,,,,2.2,2.3,2.3,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,C,,,6010,0.38,-1.072239722,-0.131940592,-0.973284278
150,Harvard Forest LTER,HFRT1,1,3,na,,,,5446,1,,,,0.2,0.2,<1kg,,0.338935271,,,,0.289486676,0.338935271,0.049448595,0.289486676,0.049448595,25.2,C,20111117,20121114,20131028,,,,1.5,1.6,1.7,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,C,,,6011,0.38,-1.305846044,-0.53837142,-0.902067478
151,Harvard Forest LTER,HFRT1,1,3,na,,,,5445,1.5,,,,0.2,0.2,<1kg,,0.9128423,,,,0.822681166,0.9128423,0.090161134,0.822681166,0.090161134,25.4,L,20111117,20121114,20131028,,,,2.3,2.4,2.5,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,C,,,6012,0.38,-1.044980635,-0.084768445,-0.981404301
152,Harvard Forest LTER,HFRT1,1,3,na,,,,5444,1,,,,0.1,0.1,1-5kg,,1.217270074,,,,1.217270074,1.217270074,0,1.217270074,0,25.8,R,20111117,20121114,20131028,,,,2.7,2.7,2.8,,,,Amanda,Lindsey,Colby,,,HEMLOCK,TC,,,,,R,,,6013,0.38,,0.085386945,
153,Harvard Forest LTER,HFRT1,1,3,na,50343,50343,Tsuga canadensis,,1,,,0.3,,0.3,5-20kg,,7.884713,6.925096337,7.884713,0.959616664,,,,6.925096337,0.959616664,26.1,RR,20111117,20121114,20131028,5.5,5.6,5.8,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,6014,0.38,-0.017902219,0.840425819,-0.648221584
154,Harvard Forest LTER,HFRT1,2,3,50343,,,,5528,,,,,,,,,,,,,,,,,,26.1,RR,20121114,20121114,20131028,,1.3,1.9,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,,,,6015,0.38,,,
