Order,Site,Gentry_Code,year,Line,Main_Stem,LTER_Tag_#,LTER_Tag_# 2,Taxon,ENQ_Tag_#,CI,Comments JG,Comments JG (simplified),"Growth dbh, (3 yrs)","Growth dgh, (3 yrs)","DBH +DGH, 3yrs",Bins kg,Bins 10 kg,Mass yr 3,Mass dbh yr 1,Mass dbh yr 3,dbh mass growth,mass dgh yr 1,mass dgh yr 3,growth mass dgh,"mass, yr 1, dbh + dgh",growth dbh + dgh,Distance_m,location_2012,Date,Year 2 sample date,Year 3 sample date,Year1_DBH,Year2_DBH,Year3_DBH,Year1_DGH_1,Year2_DGH,Year3_DGH,Mortality_Date,error,Dendrometer,Year2_recorder,Year2_Tagger,Year2_measurer,DTN,POM,Year1_notes,Year2_Notes,Year3_Notes,Year1_Total_Plot_Biomass,Sampled,Angle,location_2011,Cloth_tape,RUFINO HABIT,vnum,WoodDensityBIEN,log Growth (kg/2yr),log Mass (kg),mass-norm growth
1207,Harvard Forest LTER,HFRT4,1,7,na,141763,141763,Fagus grandifolia,,1.5,,,0.4,,0.4,1-5kg,,2.989619757,2.294985014,2.989619757,0.694634743,,,,2.294985014,0.694634743,24.7,LL,20111117,20121116,20131031,3.5,3.6,3.9,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7047,0.56,-0.158243499,0.360779854,-0.428828389
1208,Harvard Forest LTER,HFRT4,3,7,na,,,,5695,1.5,,,,,,,,,,,,,,,,,35.5,RR,,,20131031,,,,,,1.1,,,,,,,,,,,,,,,,,,,0.38,,,
1209,Harvard Forest LTER,HFRT4,2,7,141763,,,,5597,,,,,,,,,,,,,,,,,,24.7,LL,20121116,20121116,20131031,,2.1,2.1,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7048,0.56,,,
1210,Harvard Forest LTER,HFRT4,2,7,141763,,,,5598,,,,,,,,,,,,,,,,,,24.7,LL,20121116,20121116,20131031,,1.4,1.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7049,0.56,,,
1211,Harvard Forest LTER,HFRT4,2,7,141763,,,,5599,,,,,,,,,,,,,,,,,,24.7,LL,20121116,20121116,20131031,,1.2,1.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7050,0.56,,,
1212,Harvard Forest LTER,HFRT4,1,7,na,141735,141735,Castanea dentata,,1.5,45º,,-0.1,,-0.1,20-100kg,,20.64412848,21.23561687,20.64412848,-0.591488398,,,,21.23561687,-0.591488398,34.1,C,20111117,20121116,20131031,8.7,8.5,8.6,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7051,0.4,,1.327064881,
1213,Harvard Forest LTER,HFRT4,2,7,141735,,,,5596,,,,,,,,,,,,,,,,,,34.1,C,20121116,20121116,20131031,,1.2,1.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7052,0.4,,,
1214,Harvard Forest LTER,HFRT4,1,7,141735,141736,141736,Castanea dentata,,1.5,30º,,0.2,,0.2,1-5kg,,3.180410484,2.805761851,3.180410484,0.374648633,,,,2.805761851,0.374648633,34.1,C,20111117,20121116,20131031,3.8,3.7,4,,,,,,,Lindsey,Amanda,Colby,,,2 STEMS,,,,,,C,,,7053,0.4,-0.426375848,0.448050806,-0.762413952
1215,Harvard Forest LTER,HFRT4,1,7,na,141738,141738,Tsuga canadensis,,2,,,0.5,,0.5,5-20kg,,17.30015407,14.77616679,17.30015407,2.523987278,,,,14.77616679,2.523987278,37.4,RR,20111117,20121116,20131031,7.5,7.7,8,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7054,0.38,0.402087162,1.169561785,-0.475084177
1216,Harvard Forest LTER,HFRT4,2,7,141738,,,,5594,,,,,,,,,,,,,,,,,,37.4,RR,20121116,20121116,20131031,,2.2,2.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7055,0.38,,,
1217,Harvard Forest LTER,HFRT4,2,7,141738,,,,5595,,,,,,,,,,,,,,,,,,37.4,RR,20121116,20121116,20131031,,1.4,1.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7056,0.38,,,
1218,Harvard Forest LTER,HFRT4,1,7,na,141739,141739,Castanea dentata,,1.5,,,,,,,,,,,,,,,,,38.5,LL,20111117,20121116,20131031,,2.5,2.6,3,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7057,0.4,,,
1219,Harvard Forest LTER,HFRT4,1,7,na,141740,141740,Acer rubrum,,2.5,,,0.2,,0.2,20-100kg,,29.84348848,28.40602752,29.84348848,1.437460958,,,,28.40602752,1.437460958,39.5,RR,20111117,20121116,20131031,9.8,9.8,10,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7058,0.49,0.157596058,1.453410503,-0.93246182
1220,Harvard Forest LTER,HFRT4,1,7,na,141882,141882,Betula lenta,,,,,,,,,,,,,,,,,,,41.1,RR,20111117,20121116,20131031,,1.7,1.8,2.8,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7059,0.6,,,
1221,Harvard Forest LTER,HFRT4,1,7,na,141855,141855,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,41.6,R,20111117,20121116,20131031,,2.2,2.5,3.9,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7060,0.38,,,
1222,Harvard Forest LTER,HFRT4,2,7,141855,,,,5593,,,,,,,,,,,,,,,,,,41.6,R,20121116,20121116,20131031,,1,1.1,,,,,,,Lindsey,Amanda,Colby,,,,ts,,,,,,,,7061,0.38,,,
1223,Harvard Forest LTER,HFRT4,1,7,na,141856,141856,Betula lenta,,1.5,,,0.1,,0.1,1-5kg,,3.583102472,3.37821232,3.583102472,0.204890152,,,,3.37821232,0.204890152,42.3,C,20111117,20121116,20131031,4.1,4.1,4.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7062,0.6,-0.688478915,0.528686941,-1.084994121
1224,Harvard Forest LTER,HFRT4,2,7,na,,,,5592,,,,,,,,,,,,,,,,,,49.5,L,20121116,20121116,20131031,,,1,,1.8,2.1,,,,Lindsey,Amanda,Colby,,,,beech,,,,,,,,7063,0.56,,,
1225,Harvard Forest LTER,HFRT4,1,7,na,141859,141859,Quercus rubra,,4,,,0.4,,0.4,>500kg,,1133.279656,1108.438604,1133.279656,24.84105173,,,,1108.438604,24.84105173,49.7,C,20111117,20121116,20131031,43.9,44,44.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7064,0.56,1.395169979,3.044711643,-0.888363753
1226,Harvard Forest LTER,HFRT4,1,8,na,,,,5222,1,,,,0.1,0.1,<1kg,,0.244575777,,,,0.244575777,0.244575777,0,0.244575777,0,1.5,L,20111117,20121116,20131031,,,,1.4,1.4,1.5,,,,Lindsey,Amanda,Colby,,,,beech,,,,,L,,,7065,0.56,,-0.611586558,
1227,Harvard Forest LTER,HFRT4,1,8,na,,,,5221,1.5,,,,,,,,,,,,,,,,,3.3,LL,20111117,20121116,20131031,,1.1,1.2,2.1,,,,g,,Lindsey,Amanda,Colby,,,,chestnut,,,,,L,,,7066,0.4,,,
1228,Harvard Forest LTER,HFRT4,1,8,na,141834,141834,Betula lenta,,2,,,0.3,,0.3,1-5kg,,3.795157105,3.180410484,3.795157105,0.614746622,,,,3.180410484,0.614746622,3.9,LL,20111117,20121116,20131031,4,4,4.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7067,0.6,-0.211303849,0.502483176,-0.588166231
1229,Harvard Forest LTER,HFRT4,1,8,na,141841,141841,Tsuga canadensis,,1.5,,,0.7,,0.7,1-5kg,,1.987643074,1.110035743,1.987643074,0.87760733,,,,1.110035743,0.87760733,7.2,R,20111117,20121116,20131031,2.6,2.9,3.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7068,0.38,-0.056699758,0.045336963,-0.090702481
1230,Harvard Forest LTER,HFRT4,2,8,141841,,,,5591,,,,,,,,,,,,,,,,,,7.2,R,20121116,20121116,20131031,,1.3,1.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7069,0.38,,,
1231,Harvard Forest LTER,HFRT4,1,8,na,141943,141943,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,13,C,20111117,20121116,20131031,,2,2.2,4,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7070,0.38,,,
1232,Harvard Forest LTER,HFRT4,1,8,na,141946,141946,Tsuga canadensis,,1.5,,,0.4,,0.4,5-20kg,,6.621459693,5.486340946,6.621459693,1.135118746,,,,5.486340946,1.135118746,15.5,C,20111117,20121116,20131031,5,5.1,5.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7071,0.38,0.055041296,0.739282793,-0.499420799
1233,Harvard Forest LTER,HFRT4,2,8,141946,141947,,,,,,,,,,,,,,,,,,,,,15.5,C,20121116,20121116,20131031,,2.1,2.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7072,0.38,,,
1234,Harvard Forest LTER,HFRT4,1,8,na,141948,141948,Tsuga canadensis,,1.5,,,0.3,,0.3,1-5kg,,1.987643074,1.574691102,1.987643074,0.412951972,,,,1.574691102,0.412951972,16.2,C,20111117,20121116,20131031,3,3.1,3.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7073,0.38,-0.384100456,0.197195373,-0.531996986
1235,Harvard Forest LTER,HFRT4,1,8,na,141950,141950,Castanea dentata,,1.5,Dying,Dead,0.1,,0.1,1-5kg,,1.706050516,1.574691102,1.706050516,0.131359414,,,,1.574691102,0.131359414,18,C,20111117,20121116,20131031,3,3,3.1,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7074,0.4,-0.881538798,0.197195373,-1.029435328
1236,Harvard Forest LTER,HFRT4,1,8,na,141951,141951,Pinus strobus,,3,,,-0.3,,-0.3,100-500kg,,328.8742379,337.9768433,328.8742379,-9.102605362,,,,337.9768433,-9.102605362,18.8,R,20111117,20121116,20131031,27,26.6,26.7,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7075,0.34,,2.528886945,
1237,Harvard Forest LTER,HFRT4,1,8,na,141952,141952,Kalmia latifolia,,,,,,,,,,,,,,,,,,,20,C,20111117,20121116,20131031,,1.7,1.8,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7076,0.62,,,
1238,Harvard Forest LTER,HFRT4,1,8,141952,141953,141953,Kalmia latifolia,,1,,,,,,,,,,,,,,,,,20,C,20111117,20121116,20131031,,1.1,1.2,3.6,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7077,0.62,,,
1239,Harvard Forest LTER,HFRT4,1,8,na,141942,,,,2,,,0.6,,0.6,20-100kg,,24.99410974,21.23561687,24.99410974,3.758492868,,,,21.23561687,3.758492868,20.5,C,20111117,20121116,20131031,8.7,9,9.3,,,,,,,Lindsey,Amanda,Colby,,,,was previously wrong 152,,,,,,,,7078,0.38,0.57501373,1.327064881,-0.42028493
1240,Harvard Forest LTER,HFRT4,2,8,141942,,,,5586,,,,,,,,,,,,,,,,,,20.5,C,20121116,20121116,20131031,,2.2,2.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7079,0.38,,,
1241,Harvard Forest LTER,HFRT4,2,8,141942,,,,5587,,,,,,,,,,,,,,,,,,20.5,C,20121116,20121116,20131031,,1.8,1.8,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7080,0.38,,,
1242,Harvard Forest LTER,HFRT4,2,8,141942,,,,5588,,,,,,,,,,,,,,,,,,20.5,C,20121116,20121116,20131031,,1.1,1.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7081,0.38,,,
1243,Harvard Forest LTER,HFRT4,2,8,141942,,,,5589,,,,,,,,,,,,,,,,,,20.5,C,20121116,20121116,20131031,,1.2,1.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7082,0.38,,,
1244,Harvard Forest LTER,HFRT4,2,8,141942,,,,5590,,,,,,,,,,,,,,,,,,20.5,C,20121116,20121116,20131031,,1.4,1.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7083,0.38,,,
1245,Harvard Forest LTER,HFRT4,1,8,na,,,,5220,,,,,0.8,0.8,<1kg,,0.338935271,,,,0.167814299,0.338935271,0.171120972,0.167814299,0.171120972,27.7,R,20111117,20121116,20131031,,,,1.2,1.6,2,,,,Lindsey,Amanda,Colby,,,,beech,,,,,R,,,7084,0.56,-0.766696762,-0.775171037,-0.185318484
1246,Harvard Forest LTER,HFRT4,1,8,na,141927,141927,Vaccinium corymbosum,,1.5,,,,,,,,,,,,,,,,,28.4,R,20111117,20121116,20131031,,1.3,1.3,1.9,,,,g,,Lindsey,Amanda,Colby,,,,is green  shrub,,,,,R,,,7085,0.624718,,,
1247,Harvard Forest LTER,HFRT4,1,8,na,,,,5219,,,,,0.3,0.3,<1kg,,0.204065773,,,,0.135672746,0.204065773,0.068393028,0.135672746,0.068393028,30,R,20111117,20121116,20131031,,,,1.1,1.3,1.4,,,,Lindsey,Amanda,Colby,,,,chestnut,,,,,R,,,7086,0.4,-1.164988168,-0.867507385,-0.514357629
1248,Harvard Forest LTER,HFRT4,1,8,na,142061,142061,Quercus rubra,,4,,,0.2,,0.2,>500kg,,1486.33735,1471.705913,1486.33735,14.63143651,,,,1471.705913,14.63143651,30.9,L,20111117,20121116,20131031,49.3,48.9,49.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7087,0.56,1.165286967,3.167821035,-1.210578809
1249,Harvard Forest LTER,HFRT4,1,8,na,,,,5218,1,,,,,,,,,,,,,,,,,34.4,C,20111117,20121116,20131031,,1,1.2,1.7,,,,g,,Lindsey,Amanda,Colby,,,,beech,,,,,L,,,7088,0.56,,,
1250,Harvard Forest LTER,HFRT4,1,8,na,142063,142063,Fagus grandifolia,,1,,,,,,,,,,,,,,,,,35.3,L,20111117,20121116,20131031,,1.5,1.6,2.5,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7089,0.56,,,
1251,Harvard Forest LTER,HFRT4,1,8,na,,,,5217,1,Dead,Dead,,0.3,0.3,1-5kg,,1.987643074,,,,1.706050516,1.987643074,0.281592558,1.706050516,0.281592558,36.1,RR,20111117,20121116,20131031,,,,3.1,3.3,3.4,,,,Lindsey,Amanda,Colby,,,,beech,,,,,R,,,7090,0.56,-0.550378827,0.231991886,-0.724372742
1252,Harvard Forest LTER,HFRT4,1,8,na,142064,142064,Fagus grandifolia,,,,,,,,,,,,,,,,,,,36.1,C,20111117,20121116,20131031,,,,2,,,11_2012,,,Lindsey,Amanda,Colby,,,,dead,,,,,L,,,7091,0.56,,,
1253,Harvard Forest LTER,HFRT4,1,8,na,,,,5216,1,,,,1.1,1.1,<1kg,,0.338935271,,,,0.338935271,0.338935271,0,0.338935271,0,36.4,R,20111117,20121116,20131031,,,,1.6,1.6,2.7,,,,Lindsey,Amanda,Colby,,,,beech,,,,,C,,,7092,0.56,,-0.469883234,
1254,Harvard Forest LTER,HFRT4,1,8,na,142065,142065,Fagus grandifolia,,1,,,,,,,,,,,,,,,,,37,C,20111117,20121116,20131031,,1.3,1.3,3.7,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7093,0.56,,,
1255,Harvard Forest LTER,HFRT4,1,8,na,142067,142067,Fagus grandifolia,,1,,,0.7,,0.7,1-5kg,,2.294985014,1.330393876,2.294985014,0.964591138,,,,1.330393876,0.964591138,37.4,C,20111117,20121116,20131031,2.8,2.9,3.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7094,0.56,-0.015656732,0.123980237,-0.10864191
1256,Harvard Forest LTER,HFRT4,1,8,na,142069,142069,Quercus rubra,,4,,,0.3,,0.3,>500kg,,1071.785216,1053.731005,1071.785216,18.0542117,,,,1053.731005,18.0542117,38.7,RR,20111117,20121116,20131031,43,43.2,43.3,,,,,d,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7095,0.56,1.256578531,3.022729759,-1.010468789
1257,Harvard Forest LTER,HFRT4,1,8,na,142070,142070,Fagus grandifolia,,1,,,0.1,,0.1,1-5kg,,1.330393876,1.217270074,1.330393876,0.113123802,,,,1.217270074,0.113123802,38.9,C,20111117,20121116,20131031,2.7,2.8,2.8,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7096,0.56,-0.946446007,0.085386945,-1.010486216
1258,Harvard Forest LTER,HFRT4,1,8,na,,,,5215,,,,,0.3,0.3,<1kg,,0.204065773,,,,0.167814299,0.204065773,0.036251474,0.167814299,0.036251474,39,RR,20111117,20121116,20131031,,,,1.2,1.3,1.5,,,,Lindsey,Amanda,Colby,,,,beech,,,,,R,,,7097,0.56,-1.44067433,-0.775171037,-0.859296052
1259,Harvard Forest LTER,HFRT4,1,8,na,,,,5214,1,,,,0.4,0.4,<1kg,,0.204065773,,,,0.135672746,0.204065773,0.068393028,0.135672746,0.068393028,39.1,RR,20111117,20121116,20131031,,,,1.1,1.3,1.5,,,,Lindsey,Amanda,Colby,,,,beech,,,,,R,,,7098,0.56,-1.164988168,-0.867507385,-0.514357629
1260,Harvard Forest LTER,HFRT4,1,8,na,142068,142068,Fagus grandifolia,,,,,0.1,,0.1,1-5kg,,4.014451381,3.795157105,4.014451381,0.219294276,,,,3.795157105,0.219294276,39.3,C,20111117,20121116,20131031,4.3,4.2,4.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7099,0.56,-0.658972704,0.579229759,-1.093395023
1261,Harvard Forest LTER,HFRT4,1,8,na,142071,142071,Fagus grandifolia,,1.5,,,0.2,,0.2,5-20kg,,5.222082265,4.71650939,5.222082265,0.505572875,,,,4.71650939,0.505572875,40,R,20111117,20121116,20131031,4.7,4.7,4.9,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7100,0.56,-0.296216235,0.673620703,-0.801431762
1262,Harvard Forest LTER,HFRT4,2,8,na,142059,,,,,,,,,,,,,,,,,,,,,41.4,R,20121116,20121116,20131031,,2,2.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7101,0.38,,,
1263,Harvard Forest LTER,HFRT4,1,8,142059,142060,142060,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,41.4,R,20111117,20121116,20131031,,1.7,1.9,4.2,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7102,0.38,,,
1264,Harvard Forest LTER,HFRT4,1,8,na,,,,5213,1.5,,,,0.2,0.2,<1kg,,0.204065773,,,,0.135672746,0.204065773,0.068393028,0.135672746,0.068393028,43,C,20111117,20121116,20131031,,,,1.1,1.3,1.3,,,,Lindsey,Amanda,Colby,,,,"fuzzy bud, vibernumÉ",,,,,L,,,7103,0.63112,-1.164988168,-0.867507385,-0.514357629
1265,Harvard Forest LTER,HFRT4,1,8,na,142047,142047,Viburnum alnifolium,,2,,,,,,,,,,,,,,,,,43.3,C,20111117,20121116,20131031,,1.4,1.6,1.8,,,,g,,Lindsey,Amanda,Colby,,,,vibual is fuzzy bud,,,,,L,,,7104,0.63112,,,
1266,Harvard Forest LTER,HFRT4,1,9,na,151844,151844,Tsuga canadensis,,1,,,0.2,,0.2,1-5kg,,3.583102472,3.180410484,3.583102472,0.402691989,,,,3.180410484,0.402691989,4.1,RR,20111117,20121116,20131031,4,4,4.2,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,R,,,7105,0.38,-0.39502701,0.502483176,-0.771889392
1267,Harvard Forest LTER,HFRT4,1,9,na,151845,151845,Tsuga canadensis,,2,snapped top trunk,snapped top trunk,1.7,,1.7,100-500kg,,409.2725195,353.4752619,409.2725195,55.79725764,,,,353.4752619,55.79725764,4.3,R,20111117,20121116,20131031,27.5,27.5,29.2,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,R,,,7106,0.38,1.746612854,2.548359025,-0.164656414
1268,Harvard Forest LTER,HFRT4,1,9,na,151848,151848,Hamamelis virginiana,,2.5,,,0.1,,0.1,1-5kg,,2.628757352,2.458525676,2.628757352,0.170231677,,,,2.458525676,0.170231677,8.9,L,20111117,20121116,20131031,3.6,3.6,3.7,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,L,,,7107,0.56,-0.768959622,0.390674748,-1.061965684
1269,Harvard Forest LTER,HFRT4,1,9,na,151902,151902,Acer rubrum,,,,,0.3,,0.3,1-5kg,,1.330393876,1.008593114,1.330393876,0.321800762,,,,1.008593114,0.321800762,11.2,C,20111117,20121116,20131031,2.5,2.6,2.8,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,C,,,7108,0.49,-0.492412932,0.003715999,-0.495199931
1270,Harvard Forest LTER,HFRT4,1,9,na,,,,5226,,,,,,,,,,,,,,,,,,13.5,R,20111117,20121116,20131031,,,,1.8,,,11_2012,,,Amanda,Colby,Lindsey,,,,dead red maple,,,,,R,,,7109,0.49,,,
1271,Harvard Forest LTER,HFRT4,1,9,na,151860,151860,Tsuga canadensis,,1.5,,,0.2,,0.2,1-5kg,,1.330393876,1.110035743,1.330393876,0.220358133,,,,1.110035743,0.220358133,16,C,20111117,20121116,20131031,2.6,2.7,2.8,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,R,,,7110,0.38,-0.656870916,0.045336963,-0.690873638
1272,Harvard Forest LTER,HFRT4,2,9,151860,,,,5609,,,,,,,,,,,,,,,,,,16,C,20121116,20121116,20131031,,1.2,1.3,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,,,,7111,0.38,,,
1273,Harvard Forest LTER,HFRT4,1,9,na,151861,151861,Fagus grandifolia,,1.5,,,0.4,,0.4,1-5kg,,2.805761851,2.138052285,2.805761851,0.667709566,,,,2.138052285,0.667709566,17.2,LL,20111117,20121116,20131031,3.4,3.6,3.8,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,L,,,7112,0.56,-0.175412402,0.330018321,-0.422926143
1274,Harvard Forest LTER,HFRT4,1,9,na,151863,151863,Fagus grandifolia,,1.5,,,,,,,,,,,,,,,,,18.9,C,20111117,20121116,20131031,,1.8,1.9,3.6,,,,g,,Amanda,Colby,Lindsey,,,,,,,,,R,,,7113,0.56,,,
1275,Harvard Forest LTER,HFRT4,1,9,na,151864,151864,Fagus grandifolia,,1,,,,,,,,,,,,,,,,,19.4,C,20111117,20121116,20131031,,2.3,2.5,3.2,,,,g,,Amanda,Colby,Lindsey,,,,,,,,,C,,,7114,0.56,,,
1276,Harvard Forest LTER,HFRT4,1,9,na,151865,151865,Fagus grandifolia,,2,,,0.2,,0.2,1-5kg,,2.138052285,1.843671573,2.138052285,0.294380711,,,,1.843671573,0.294380711,20,R,20111117,20121116,20131031,3.2,3.2,3.4,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,R,,,7115,0.56,-0.53109065,0.265683559,-0.73035332
1277,Harvard Forest LTER,HFRT4,1,9,na,151866,151866,Fagus grandifolia,,1,,,,,,,,,,,,,,,,,20.9,RR,20111117,20121116,20131031,,2,2.1,3.5,,,,g,,Amanda,Colby,Lindsey,,,,,,,,,R,,,7116,0.56,,,
1278,Harvard Forest LTER,HFRT4,1,9,na,152022,152022,Fagus grandifolia,,1.5,,,0,,0,1-5kg,,1.706050516,1.706050516,1.706050516,0,,,,1.706050516,0,21.4,RR,20111117,20121116,20131031,3.1,3,3.1,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,R,,,7117,0.56,,0.231991886,
1279,Harvard Forest LTER,HFRT4,1,9,na,151975,151975,Fagus grandifolia,,1.5,,,0.2,,0.2,1-5kg,,4.241059495,3.795157105,4.241059495,0.44590239,,,,3.795157105,0.44590239,21.9,LL,20111117,20121116,20131031,4.3,4.5,4.5,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,L,,,7118,0.56,-0.3507602,0.579229759,-0.785182519
1280,Harvard Forest LTER,HFRT4,1,9,na,151976,151976,Quercus rubra,,4,,,0.7,,0.7,>500kg,,2018.089111,1957.11208,2018.089111,60.97703031,,,,1957.11208,60.97703031,22.2,C,20111117,20121116,20131031,55.4,55.3,56.1,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,R,,,7119,0.56,1.78516627,3.291615698,-0.683545504
1281,Harvard Forest LTER,HFRT4,1,9,na,151977,151977,Acer rubrum,,1.5,Dead,Dead,3,,3,20-100kg,,25.6559144,10.02883195,25.6559144,15.62708245,,,,10.02883195,15.62708245,24.5,R,20111117,20121116,20131031,6.4,9.5,9.4,,,,,,,Amanda,Colby,Lindsey,,,,almost dead,,,,,C,,,7120,0.49,1.193877904,1.001250354,0.442940138
1282,Harvard Forest LTER,HFRT4,1,9,na,,,,5227,1.5,,,,0.2,0.2,<1kg,,0.289486676,,,,0.244575777,0.289486676,0.044910898,0.244575777,0.044910898,24.8,R,20111117,20121116,20131031,,,,1.4,1.5,1.6,,,,Amanda,Colby,Lindsey,,,,beech,,,,,R,,,7121,0.56,-1.347648261,-0.611586558,-0.888958343
1283,Harvard Forest LTER,HFRT4,1,9,na,151979,151979,Fagus grandifolia,,1.5,,,0.4,,0.4,1-5kg,,1.706050516,1.217270074,1.706050516,0.488780442,,,,1.217270074,0.488780442,25.3,LL,20111117,20121116,20131031,2.7,2.8,3.1,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,L,,,7122,0.56,-0.31088618,0.085386945,-0.374926389
1284,Harvard Forest LTER,HFRT4,1,9,na,151980,151980,Fagus grandifolia,,1.5,,,0.3,,0.3,1-5kg,,2.805761851,2.294985014,2.805761851,0.510776837,,,,2.294985014,0.510776837,27.7,L,20111117,20121116,20131031,3.5,3.7,3.8,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,L,,,7123,0.56,-0.291768806,0.360779854,-0.562353696
1285,Harvard Forest LTER,HFRT4,1,9,na,151981,151981,Fagus grandifolia,,3,,,0.4,,0.4,20-100kg,,21.83700115,19.49063655,21.83700115,2.346364601,,,,19.49063655,2.346364601,28.8,C,20111117,20121116,20131031,8.4,8.5,8.8,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,L,,,7124,0.56,0.370395498,1.289826023,-0.596974019
1286,Harvard Forest LTER,HFRT4,1,9,na,,,,5228,1.5,,,,0,0,<1kg,,0.584677501,,,,0.658707236,0.584677501,-0.074029735,0.658707236,-0.074029735,29.5,R,20111117,20121116,20131031,,,1,2.1,2,2.1,,,,Amanda,Colby,Lindsey,,,,beech,,,,,R,,,7125,0.56,,-0.181307566,
1287,Harvard Forest LTER,HFRT4,1,9,na,,,,5230,1.5,,,,0.3,0.3,<1kg,,0.289486676,,,,0.204065773,0.289486676,0.085420903,0.204065773,0.085420903,30.2,LL,20111117,20121116,20131031,,,,1.3,1.5,1.6,,,,Amanda,Colby,Lindsey,,,,beech,,,,,L,,,7126,0.56,-1.068435842,-0.690229831,-0.550763468
1288,Harvard Forest LTER,HFRT4,1,9,na,151982,151982,Fagus grandifolia,,1.5,,,,,,,,,,,,,,,,,30.3,C,20111117,20121116,20131031,,1.8,1.8,2.7,,,,g,,Amanda,Colby,Lindsey,,,,,,,,,C,,,7127,0.56,,,
1289,Harvard Forest LTER,HFRT4,1,9,na,,,,5229,1.5,,,,0.3,0.3,<1kg,,0.289486676,,,,0.204065773,0.289486676,0.085420903,0.204065773,0.085420903,30.4,C,20111117,20121116,20131031,,,,1.3,1.5,1.6,,,,Amanda,Colby,Lindsey,,,,beech,,,,,C,,,7128,0.56,-1.068435842,-0.690229831,-0.550763468
1290,Harvard Forest LTER,HFRT4,1,9,na,152043,152043,Fagus grandifolia,,2,,,0.2,,0.2,20-100kg,,28.40602752,27.01029612,28.40602752,1.395731403,,,,27.01029612,1.395731403,31.3,R,20111117,20121116,20131031,9.6,9.6,9.8,,,,,,,Amanda,Colby,Lindsey,,,,,,,,,R,,,7129,0.56,0.14480185,1.431529345,-0.928845159
